Phenotype,Has phenotype?,Domain,Phylum,Biome,No. of MAGs
ONPG (beta galactosidase),True,d__Bacteria,p__Planctomycetota,Host,1
ONPG (beta galactosidase),True,d__Bacteria,p__Planctomycetota,Neither,1
ONPG (beta galactosidase),False,d__Bacteria,p__Proteobacteria,Environment,7
ONPG (beta galactosidase),False,d__Bacteria,p__Proteobacteria,Host,18
ONPG (beta galactosidase),False,d__Bacteria,p__Proteobacteria,Neither,30
ONPG (beta galactosidase),True,d__Bacteria,p__Proteobacteria,Environment,1
ONPG (beta galactosidase),True,d__Bacteria,p__Proteobacteria,Host,6
ONPG (beta galactosidase),True,d__Bacteria,p__Proteobacteria,Neither,10
ONPG (beta galactosidase),False,d__Bacteria,p__Spirochaetota,Host,10
ONPG (beta galactosidase),False,d__Bacteria,p__Spirochaetota,Neither,3
ONPG (beta galactosidase),True,d__Bacteria,p__Spirochaetota,Host,21
ONPG (beta galactosidase),True,d__Bacteria,p__Spirochaetota,Neither,5
ONPG (beta galactosidase),False,d__Bacteria,p__Synergistota,Neither,4
ONPG (beta galactosidase),False,d__Bacteria,p__Verrucomicrobiota,Neither,3
ONPG (beta galactosidase),True,d__Bacteria,p__Verrucomicrobiota,Host,13
ONPG (beta galactosidase),True,d__Bacteria,p__Verrucomicrobiota,Neither,11
ONPG (beta galactosidase),False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
ONPG (beta galactosidase),False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Ornithine decarboxylase,False,d__Archaea,p__Euryarchaeota,Host,5
Ornithine decarboxylase,False,d__Archaea,p__Halobacterota,Host,1
Ornithine decarboxylase,False,d__Archaea,p__Halobacterota,Neither,3
Ornithine decarboxylase,False,d__Archaea,p__Thermoplasmatota,Host,1
Ornithine decarboxylase,False,d__Archaea,p__Thermoplasmatota,Neither,3
Ornithine decarboxylase,False,d__Bacteria,p__Actinobacteriota,Environment,7
Ornithine decarboxylase,False,d__Bacteria,p__Actinobacteriota,Host,39
Ornithine decarboxylase,False,d__Bacteria,p__Actinobacteriota,Neither,50
Ornithine decarboxylase,False,d__Bacteria,p__Armatimonadota,Neither,1
Ornithine decarboxylase,False,d__Bacteria,p__Bacteroidota,Host,217
Ornithine decarboxylase,False,d__Bacteria,p__Bacteroidota,Neither,128
Ornithine decarboxylase,False,d__Bacteria,p__Campylobacterota,Host,6
Ornithine decarboxylase,False,d__Bacteria,p__Campylobacterota,Neither,13
Ornithine decarboxylase,True,d__Bacteria,p__Campylobacterota,Neither,1
Ornithine decarboxylase,False,d__Bacteria,p__Chloroflexota,Neither,1
Ornithine decarboxylase,False,d__Bacteria,p__Cyanobacteria,Host,13
Ornithine decarboxylase,False,d__Bacteria,p__Cyanobacteria,Neither,2
Ornithine decarboxylase,False,d__Bacteria,p__Deferribacterota,Neither,1
Ornithine decarboxylase,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Ornithine decarboxylase,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Ornithine decarboxylase,False,d__Bacteria,p__Elusimicrobiota,Host,4
Ornithine decarboxylase,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Ornithine decarboxylase,False,d__Bacteria,p__Eremiobacterota,Neither,1
Ornithine decarboxylase,False,d__Bacteria,p__Fibrobacterota,Host,4
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes,Host,104
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes,Neither,84
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes_A,Host,437
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes_A,Neither,173
Ornithine decarboxylase,True,d__Bacteria,p__Firmicutes_A,Host,1
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes_B,Host,2
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes_B,Neither,2
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes_C,Host,16
Ornithine decarboxylase,False,d__Bacteria,p__Firmicutes_C,Neither,10
Ornithine decarboxylase,True,d__Bacteria,p__Firmicutes_C,Neither,3
Ornithine decarboxylase,False,d__Bacteria,p__Fusobacteriota,Host,1
Ornithine decarboxylase,False,d__Bacteria,p__Fusobacteriota,Neither,11
Ornithine decarboxylase,True,d__Bacteria,p__Fusobacteriota,Host,1
Ornithine decarboxylase,True,d__Bacteria,p__Fusobacteriota,Neither,4
Ornithine decarboxylase,False,d__Bacteria,p__Myxococcota,Host,2
Ornithine decarboxylase,False,d__Bacteria,p__Patescibacteria,Host,1
Ornithine decarboxylase,False,d__Bacteria,p__Patescibacteria,Neither,3
Ornithine decarboxylase,False,d__Bacteria,p__Planctomycetota,Host,1
Ornithine decarboxylase,False,d__Bacteria,p__Planctomycetota,Neither,1
Ornithine decarboxylase,False,d__Bacteria,p__Proteobacteria,Environment,8
Ornithine decarboxylase,False,d__Bacteria,p__Proteobacteria,Host,17
Ornithine decarboxylase,False,d__Bacteria,p__Proteobacteria,Neither,27
Ornithine decarboxylase,True,d__Bacteria,p__Proteobacteria,Host,7
Ornithine decarboxylase,True,d__Bacteria,p__Proteobacteria,Neither,13
Ornithine decarboxylase,False,d__Bacteria,p__Spirochaetota,Host,31
Ornithine decarboxylase,False,d__Bacteria,p__Spirochaetota,Neither,8
Ornithine decarboxylase,False,d__Bacteria,p__Synergistota,Neither,4
Ornithine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota,Host,12
Ornithine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Ornithine decarboxylase,True,d__Bacteria,p__Verrucomicrobiota,Host,1
Ornithine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Ornithine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Oxidase,False,d__Archaea,p__Euryarchaeota,Host,5
Oxidase,False,d__Archaea,p__Halobacterota,Host,1
Oxidase,False,d__Archaea,p__Halobacterota,Neither,3
Oxidase,False,d__Archaea,p__Thermoplasmatota,Host,1
Oxidase,False,d__Archaea,p__Thermoplasmatota,Neither,3
Oxidase,False,d__Bacteria,p__Actinobacteriota,Environment,7
Oxidase,False,d__Bacteria,p__Actinobacteriota,Host,36
Oxidase,False,d__Bacteria,p__Actinobacteriota,Neither,45
Oxidase,True,d__Bacteria,p__Actinobacteriota,Host,3
Oxidase,True,d__Bacteria,p__Actinobacteriota,Neither,5
Oxidase,False,d__Bacteria,p__Armatimonadota,Neither,1
Oxidase,False,d__Bacteria,p__Bacteroidota,Host,217
Oxidase,False,d__Bacteria,p__Bacteroidota,Neither,126
Oxidase,True,d__Bacteria,p__Bacteroidota,Neither,2
Oxidase,False,d__Bacteria,p__Campylobacterota,Host,1
Oxidase,False,d__Bacteria,p__Campylobacterota,Neither,4
Oxidase,True,d__Bacteria,p__Campylobacterota,Host,5
Oxidase,True,d__Bacteria,p__Campylobacterota,Neither,10
Oxidase,False,d__Bacteria,p__Chloroflexota,Neither,1
Oxidase,False,d__Bacteria,p__Cyanobacteria,Host,13
Oxidase,False,d__Bacteria,p__Cyanobacteria,Neither,2
Oxidase,False,d__Bacteria,p__Deferribacterota,Neither,1
Oxidase,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Oxidase,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Oxidase,False,d__Bacteria,p__Elusimicrobiota,Host,4
Oxidase,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Oxidase,False,d__Bacteria,p__Eremiobacterota,Neither,1
Oxidase,False,d__Bacteria,p__Fibrobacterota,Host,4
Oxidase,False,d__Bacteria,p__Firmicutes,Host,104
Oxidase,False,d__Bacteria,p__Firmicutes,Neither,82
Oxidase,True,d__Bacteria,p__Firmicutes,Neither,2
Oxidase,False,d__Bacteria,p__Firmicutes_A,Host,438
Oxidase,False,d__Bacteria,p__Firmicutes_A,Neither,173
Oxidase,False,d__Bacteria,p__Firmicutes_B,Host,2
Oxidase,False,d__Bacteria,p__Firmicutes_B,Neither,2
Oxidase,False,d__Bacteria,p__Firmicutes_C,Host,16
Oxidase,False,d__Bacteria,p__Firmicutes_C,Neither,13
Oxidase,False,d__Bacteria,p__Fusobacteriota,Host,2
Oxidase,False,d__Bacteria,p__Fusobacteriota,Neither,15
Oxidase,False,d__Bacteria,p__Myxococcota,Host,2
Oxidase,False,d__Bacteria,p__Patescibacteria,Host,1
Oxidase,False,d__Bacteria,p__Patescibacteria,Neither,3
Oxidase,False,d__Bacteria,p__Planctomycetota,Host,1
Oxidase,False,d__Bacteria,p__Planctomycetota,Neither,1
Oxidase,False,d__Bacteria,p__Proteobacteria,Environment,3
Oxidase,False,d__Bacteria,p__Proteobacteria,Host,22
Oxidase,False,d__Bacteria,p__Proteobacteria,Neither,24
Oxidase,True,d__Bacteria,p__Proteobacteria,Environment,5
Oxidase,True,d__Bacteria,p__Proteobacteria,Host,2
Oxidase,True,d__Bacteria,p__Proteobacteria,Neither,16
Oxidase,False,d__Bacteria,p__Spirochaetota,Host,31
Oxidase,False,d__Bacteria,p__Spirochaetota,Neither,8
Oxidase,False,d__Bacteria,p__Synergistota,Neither,4
Oxidase,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Oxidase,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Oxidase,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Oxidase,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Archaea,p__Euryarchaeota,Host,5
Pyrrolidonyl-beta-naphthylamide,False,d__Archaea,p__Halobacterota,Host,1
Pyrrolidonyl-beta-naphthylamide,False,d__Archaea,p__Halobacterota,Neither,3
Pyrrolidonyl-beta-naphthylamide,False,d__Archaea,p__Thermoplasmatota,Host,1
Pyrrolidonyl-beta-naphthylamide,False,d__Archaea,p__Thermoplasmatota,Neither,3
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Actinobacteriota,Environment,6
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Actinobacteriota,Host,34
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Actinobacteriota,Neither,49
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Actinobacteriota,Environment,1
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Actinobacteriota,Host,5
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Actinobacteriota,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Armatimonadota,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Bacteroidota,Host,210
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Bacteroidota,Neither,126
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Bacteroidota,Host,7
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Bacteroidota,Neither,2
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Campylobacterota,Host,6
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Campylobacterota,Neither,14
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Chloroflexota,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Cyanobacteria,Host,13
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Cyanobacteria,Neither,2
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Deferribacterota,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Elusimicrobiota,Host,4
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Elusimicrobiota,Neither,1
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Elusimicrobiota,Neither,1
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Eremiobacterota,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Fibrobacterota,Host,4
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes,Host,89
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes,Neither,69
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Firmicutes,Host,15
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Firmicutes,Neither,15
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes_A,Host,403
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes_A,Neither,165
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Firmicutes_A,Host,35
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Firmicutes_A,Neither,8
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes_B,Host,2
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes_B,Neither,2
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes_C,Host,16
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Firmicutes_C,Neither,12
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Firmicutes_C,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Fusobacteriota,Host,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Fusobacteriota,Neither,5
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Fusobacteriota,Host,1
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Fusobacteriota,Neither,10
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Myxococcota,Host,2
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Patescibacteria,Host,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Patescibacteria,Neither,3
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Planctomycetota,Host,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Planctomycetota,Neither,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Proteobacteria,Environment,7
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Proteobacteria,Host,22
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Proteobacteria,Neither,36
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Proteobacteria,Environment,1
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Proteobacteria,Host,2
Pyrrolidonyl-beta-naphthylamide,True,d__Bacteria,p__Proteobacteria,Neither,4
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Spirochaetota,Host,31
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Spirochaetota,Neither,8
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Synergistota,Neither,4
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Pyrrolidonyl-beta-naphthylamide,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Raffinose,False,d__Archaea,p__Euryarchaeota,Host,5
Raffinose,False,d__Archaea,p__Halobacterota,Host,1
Raffinose,False,d__Archaea,p__Halobacterota,Neither,3
Raffinose,False,d__Archaea,p__Thermoplasmatota,Host,1
Raffinose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Raffinose,False,d__Bacteria,p__Actinobacteriota,Environment,6
Raffinose,False,d__Bacteria,p__Actinobacteriota,Host,31
Raffinose,False,d__Bacteria,p__Actinobacteriota,Neither,49
Raffinose,True,d__Bacteria,p__Actinobacteriota,Environment,1
Raffinose,True,d__Bacteria,p__Actinobacteriota,Host,8
Raffinose,True,d__Bacteria,p__Actinobacteriota,Neither,1
Raffinose,False,d__Bacteria,p__Armatimonadota,Neither,1
Raffinose,False,d__Bacteria,p__Bacteroidota,Host,76
Raffinose,False,d__Bacteria,p__Bacteroidota,Neither,84
Raffinose,True,d__Bacteria,p__Bacteroidota,Host,141
Raffinose,True,d__Bacteria,p__Bacteroidota,Neither,44
Raffinose,False,d__Bacteria,p__Campylobacterota,Host,6
Raffinose,False,d__Bacteria,p__Campylobacterota,Neither,14
Raffinose,False,d__Bacteria,p__Chloroflexota,Neither,1
Raffinose,False,d__Bacteria,p__Cyanobacteria,Host,13
Raffinose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Raffinose,False,d__Bacteria,p__Deferribacterota,Neither,1
Raffinose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Raffinose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Raffinose,False,d__Bacteria,p__Elusimicrobiota,Host,4
Raffinose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Raffinose,False,d__Bacteria,p__Eremiobacterota,Neither,1
Raffinose,False,d__Bacteria,p__Fibrobacterota,Host,4
Raffinose,False,d__Bacteria,p__Firmicutes,Host,90
Raffinose,False,d__Bacteria,p__Firmicutes,Neither,76
Raffinose,True,d__Bacteria,p__Firmicutes,Host,14
Raffinose,True,d__Bacteria,p__Firmicutes,Neither,8
Raffinose,False,d__Bacteria,p__Firmicutes_A,Host,338
Raffinose,False,d__Bacteria,p__Firmicutes_A,Neither,134
Raffinose,True,d__Bacteria,p__Firmicutes_A,Host,100
Raffinose,True,d__Bacteria,p__Firmicutes_A,Neither,39
Raffinose,False,d__Bacteria,p__Firmicutes_B,Host,2
Raffinose,False,d__Bacteria,p__Firmicutes_B,Neither,2
Raffinose,False,d__Bacteria,p__Firmicutes_C,Host,16
Raffinose,False,d__Bacteria,p__Firmicutes_C,Neither,13
Raffinose,False,d__Bacteria,p__Fusobacteriota,Host,2
Raffinose,False,d__Bacteria,p__Fusobacteriota,Neither,15
Raffinose,False,d__Bacteria,p__Myxococcota,Host,2
Raffinose,False,d__Bacteria,p__Patescibacteria,Host,1
Raffinose,False,d__Bacteria,p__Patescibacteria,Neither,3
Raffinose,False,d__Bacteria,p__Planctomycetota,Neither,1
Raffinose,True,d__Bacteria,p__Planctomycetota,Host,1
Raffinose,False,d__Bacteria,p__Proteobacteria,Environment,8
Raffinose,False,d__Bacteria,p__Proteobacteria,Host,22
Raffinose,False,d__Bacteria,p__Proteobacteria,Neither,38
Raffinose,True,d__Bacteria,p__Proteobacteria,Host,2
Raffinose,True,d__Bacteria,p__Proteobacteria,Neither,2
Raffinose,False,d__Bacteria,p__Spirochaetota,Host,29
Raffinose,False,d__Bacteria,p__Spirochaetota,Neither,8
Raffinose,True,d__Bacteria,p__Spirochaetota,Host,2
Raffinose,False,d__Bacteria,p__Synergistota,Neither,4
Raffinose,False,d__Bacteria,p__Verrucomicrobiota,Host,10
Raffinose,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Raffinose,True,d__Bacteria,p__Verrucomicrobiota,Host,3
Raffinose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Raffinose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Salicin,False,d__Archaea,p__Euryarchaeota,Host,5
Salicin,False,d__Archaea,p__Halobacterota,Host,1
Salicin,False,d__Archaea,p__Halobacterota,Neither,3
Salicin,False,d__Archaea,p__Thermoplasmatota,Host,1
Salicin,False,d__Archaea,p__Thermoplasmatota,Neither,3
Salicin,False,d__Bacteria,p__Actinobacteriota,Environment,7
Salicin,False,d__Bacteria,p__Actinobacteriota,Host,31
Salicin,False,d__Bacteria,p__Actinobacteriota,Neither,46
Salicin,True,d__Bacteria,p__Actinobacteriota,Host,8
Salicin,True,d__Bacteria,p__Actinobacteriota,Neither,4
Salicin,False,d__Bacteria,p__Armatimonadota,Neither,1
Salicin,False,d__Bacteria,p__Bacteroidota,Host,211
Salicin,False,d__Bacteria,p__Bacteroidota,Neither,127
Salicin,True,d__Bacteria,p__Bacteroidota,Host,6
Salicin,True,d__Bacteria,p__Bacteroidota,Neither,1
Salicin,False,d__Bacteria,p__Campylobacterota,Host,6
Salicin,False,d__Bacteria,p__Campylobacterota,Neither,14
Salicin,False,d__Bacteria,p__Chloroflexota,Neither,1
Salicin,False,d__Bacteria,p__Cyanobacteria,Host,13
Salicin,False,d__Bacteria,p__Cyanobacteria,Neither,2
Salicin,False,d__Bacteria,p__Deferribacterota,Neither,1
Salicin,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Salicin,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Salicin,False,d__Bacteria,p__Elusimicrobiota,Host,4
Salicin,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Salicin,False,d__Bacteria,p__Eremiobacterota,Neither,1
Salicin,False,d__Bacteria,p__Fibrobacterota,Host,4
Salicin,False,d__Bacteria,p__Firmicutes,Host,72
Salicin,False,d__Bacteria,p__Firmicutes,Neither,58
Salicin,True,d__Bacteria,p__Firmicutes,Host,32
Salicin,True,d__Bacteria,p__Firmicutes,Neither,26
Salicin,False,d__Bacteria,p__Firmicutes_A,Host,355
Salicin,False,d__Bacteria,p__Firmicutes_A,Neither,155
Salicin,True,d__Bacteria,p__Firmicutes_A,Host,83
Salicin,True,d__Bacteria,p__Firmicutes_A,Neither,18
Salicin,False,d__Bacteria,p__Firmicutes_B,Host,2
Salicin,False,d__Bacteria,p__Firmicutes_B,Neither,2
Salicin,False,d__Bacteria,p__Firmicutes_C,Host,15
Salicin,False,d__Bacteria,p__Firmicutes_C,Neither,13
Salicin,True,d__Bacteria,p__Firmicutes_C,Host,1
Salicin,False,d__Bacteria,p__Fusobacteriota,Host,2
Salicin,False,d__Bacteria,p__Fusobacteriota,Neither,15
Salicin,False,d__Bacteria,p__Myxococcota,Host,2
Salicin,False,d__Bacteria,p__Patescibacteria,Host,1
Salicin,False,d__Bacteria,p__Patescibacteria,Neither,3
Salicin,False,d__Bacteria,p__Planctomycetota,Host,1
Salicin,False,d__Bacteria,p__Planctomycetota,Neither,1
Salicin,False,d__Bacteria,p__Proteobacteria,Environment,7
Salicin,False,d__Bacteria,p__Proteobacteria,Host,24
Salicin,False,d__Bacteria,p__Proteobacteria,Neither,39
Salicin,True,d__Bacteria,p__Proteobacteria,Environment,1
Salicin,True,d__Bacteria,p__Proteobacteria,Neither,1
Salicin,False,d__Bacteria,p__Spirochaetota,Host,31
Salicin,False,d__Bacteria,p__Spirochaetota,Neither,8
Salicin,False,d__Bacteria,p__Synergistota,Neither,4
Salicin,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Salicin,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Salicin,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Salicin,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Spore formation,False,d__Archaea,p__Euryarchaeota,Host,5
Spore formation,False,d__Archaea,p__Halobacterota,Host,1
Spore formation,False,d__Archaea,p__Halobacterota,Neither,3
Spore formation,False,d__Archaea,p__Thermoplasmatota,Host,1
Spore formation,False,d__Archaea,p__Thermoplasmatota,Neither,3
Spore formation,False,d__Bacteria,p__Actinobacteriota,Environment,5
Spore formation,False,d__Bacteria,p__Actinobacteriota,Host,39
Spore formation,False,d__Bacteria,p__Actinobacteriota,Neither,49
Spore formation,True,d__Bacteria,p__Actinobacteriota,Environment,2
Spore formation,True,d__Bacteria,p__Actinobacteriota,Neither,1
Spore formation,False,d__Bacteria,p__Armatimonadota,Neither,1
Spore formation,False,d__Bacteria,p__Bacteroidota,Host,217
Spore formation,False,d__Bacteria,p__Bacteroidota,Neither,128
Spore formation,False,d__Bacteria,p__Campylobacterota,Host,6
Spore formation,False,d__Bacteria,p__Campylobacterota,Neither,14
Spore formation,False,d__Bacteria,p__Chloroflexota,Neither,1
Spore formation,False,d__Bacteria,p__Cyanobacteria,Host,13
Spore formation,False,d__Bacteria,p__Cyanobacteria,Neither,2
Spore formation,False,d__Bacteria,p__Deferribacterota,Neither,1
Spore formation,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Spore formation,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Spore formation,False,d__Bacteria,p__Elusimicrobiota,Host,4
Spore formation,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Spore formation,False,d__Bacteria,p__Eremiobacterota,Neither,1
Spore formation,False,d__Bacteria,p__Fibrobacterota,Host,4
Spore formation,False,d__Bacteria,p__Firmicutes,Host,77
Spore formation,False,d__Bacteria,p__Firmicutes,Neither,78
Spore formation,True,d__Bacteria,p__Firmicutes,Host,27
Spore formation,True,d__Bacteria,p__Firmicutes,Neither,6
Spore formation,False,d__Bacteria,p__Firmicutes_A,Host,278
Spore formation,False,d__Bacteria,p__Firmicutes_A,Neither,144
Spore formation,True,d__Bacteria,p__Firmicutes_A,Host,160
Spore formation,True,d__Bacteria,p__Firmicutes_A,Neither,29
Spore formation,False,d__Bacteria,p__Firmicutes_B,Host,1
Spore formation,False,d__Bacteria,p__Firmicutes_B,Neither,2
Spore formation,True,d__Bacteria,p__Firmicutes_B,Host,1
Spore formation,False,d__Bacteria,p__Firmicutes_C,Host,16
Spore formation,False,d__Bacteria,p__Firmicutes_C,Neither,13
Spore formation,False,d__Bacteria,p__Fusobacteriota,Host,2
Spore formation,False,d__Bacteria,p__Fusobacteriota,Neither,15
Spore formation,False,d__Bacteria,p__Myxococcota,Host,2
Spore formation,False,d__Bacteria,p__Patescibacteria,Host,1
Spore formation,False,d__Bacteria,p__Patescibacteria,Neither,3
Spore formation,False,d__Bacteria,p__Planctomycetota,Host,1
Spore formation,False,d__Bacteria,p__Planctomycetota,Neither,1
Spore formation,False,d__Bacteria,p__Proteobacteria,Environment,8
Spore formation,False,d__Bacteria,p__Proteobacteria,Host,24
Spore formation,False,d__Bacteria,p__Proteobacteria,Neither,40
Spore formation,False,d__Bacteria,p__Spirochaetota,Host,31
Spore formation,False,d__Bacteria,p__Spirochaetota,Neither,8
Spore formation,False,d__Bacteria,p__Synergistota,Neither,4
Spore formation,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Spore formation,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Spore formation,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Spore formation,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Starch hydrolysis,False,d__Archaea,p__Euryarchaeota,Host,5
Starch hydrolysis,False,d__Archaea,p__Halobacterota,Host,1
Starch hydrolysis,False,d__Archaea,p__Halobacterota,Neither,3
Starch hydrolysis,False,d__Archaea,p__Thermoplasmatota,Host,1
Starch hydrolysis,False,d__Archaea,p__Thermoplasmatota,Neither,3
Starch hydrolysis,False,d__Bacteria,p__Actinobacteriota,Environment,6
Starch hydrolysis,False,d__Bacteria,p__Actinobacteriota,Host,34
Starch hydrolysis,False,d__Bacteria,p__Actinobacteriota,Neither,50
Starch hydrolysis,True,d__Bacteria,p__Actinobacteriota,Environment,1
Starch hydrolysis,True,d__Bacteria,p__Actinobacteriota,Host,5
Starch hydrolysis,False,d__Bacteria,p__Armatimonadota,Neither,1
Starch hydrolysis,False,d__Bacteria,p__Bacteroidota,Host,159
Starch hydrolysis,False,d__Bacteria,p__Bacteroidota,Neither,109
Starch hydrolysis,True,d__Bacteria,p__Bacteroidota,Host,58
Starch hydrolysis,True,d__Bacteria,p__Bacteroidota,Neither,19
Starch hydrolysis,False,d__Bacteria,p__Campylobacterota,Host,6
Starch hydrolysis,False,d__Bacteria,p__Campylobacterota,Neither,14
Starch hydrolysis,False,d__Bacteria,p__Chloroflexota,Neither,1
Starch hydrolysis,False,d__Bacteria,p__Cyanobacteria,Host,13
